Generation,Max Fitness,Avg Fitness,Best Individual
91,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
92,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
93,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
94,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
95,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
96,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
97,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
98,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
99,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
100,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
101,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
102,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
103,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
104,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
105,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
106,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
107,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
108,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
109,0.44,0.44000000000000017,"[0.00044649908067582447, 0.0004995083987788661, 0.000557585613066374, 0.12569137503234756, 0.7027013533715288, 0.11687612194291154, 3.793088562043033e-05, 6.634109559715257e-05, 0.052696366601641564, 0.0004269179778319457]"
